$10^4$fine,$10^4$coarse,$10^4$piece,$10^5$fine,$10^5$coarse,$10^5$piece,$10^6$fine,$10^6$coarse,$10^6$piece,$10^7$fine,$10^7$coarse,$10^7$piece
-0.003112608121467912,-0.018044291067845563,0.00048641070444707733,1.1524828579005924e-05,0.0010879440623280702,8.588401794509901e-06,3.072635722041993e-05,-1.943918981506254e-06,5.952369961791061e-06,1.419252190014474e-05,0.00025993373664828096,-6.040010087567408e-06
-0.004441683214656564,-0.018044291067845563,0.0008522074287319369,6.131485912994929e-05,0.0010879440623280702,7.83646245958447e-05,2.6253595915972337e-05,-1.943918981506254e-06,3.5849522868517704e-05,2.530028542994684e-05,0.00025993373664828096,-1.0986442904282849e-05
-0.007481973069138019,-0.018044291067845563,0.0012180041530167988,-6.8724577786854e-05,0.0010879440623280702,0.00014814084739717993,-4.008046279119215e-06,-1.943918981506254e-06,6.5746675775245e-05,3.563302770654732e-05,0.00025993373664828096,-1.5932875720997206e-05
-0.011690711105643828,-0.018044291067845563,0.0015838008773016582,0.00015784529184442557,0.0010879440623280702,0.0002179170701985169,-0.00014946721512533803,-1.943918981506254e-06,9.564382868197142e-05,6.604700854866315e-05,0.00025993373664828096,-2.087930853771243e-05
-0.017687528262864165,-0.018044291067845563,0.0019495976015865175,0.0005620066131937704,0.0010879440623280702,0.00028769329299984867,-0.00019375005672546408,-1.943918981506254e-06,0.00012554098158869612,6.0887382350261615e-05,0.00025993373664828096,-2.5825741354429388e-05
-0.025942159761880346,-0.06557108896940347,0.00151114654923196,0.00018059607926469712,0.0022592414239146624,0.0001992362601042491,-0.0003306953983493559,0.00019975805007431402,0.00015746319294549643,6.93787489971058e-05,0.0005206217438994132,-9.341518898697831e-07
-0.03711109870301622,-0.06557108896940347,0.004403216591454623,-9.484924574405112e-05,0.0022592414239146624,0.00035840101661233775,-0.0002221491388396668,0.00019975805007431402,0.00010608693979984735,0.00014629203447238254,0.0005206217438994132,-3.7939053442334614e-05
-0.05146317247696622,-0.06557108896940347,0.007295286633677289,-0.0005159875557722571,0.0022592414239146624,0.0005175657731204264,-8.012746700515605e-05,0.00019975805007431402,5.47106866542052e-05,0.0001931429859058434,0.0005206217438994132,-7.494395499480638e-05
-0.06457145113565044,-0.06557108896940347,0.01018735667589997,6.42686940800774e-05,0.0022592414239146624,0.0006767305296285081,-4.9067992568749275e-05,0.00019975805007431402,3.3344335085561116e-06,0.00012010324143370277,0.0005206217438994132,-0.00011194885654727815
-0.0788015944899568,-0.06557108896940347,0.013079426718122636,0.00020277413375577313,0.0022592414239146624,0.0008358952861365898,0.00011371616556461739,0.00019975805007431402,-4.80418196370791e-05,9.215010737181895e-06,0.0005206217438994132,-0.00014895375809974298
-0.09825947902812081,-0.15912016760794706,0.012708174366655584,0.0006051883037154482,0.006072053960221535,0.0025352607068141464,2.45706806931284e-05,-3.350485545416948e-05,-0.0006949989821420227,4.65229124306521e-05,-0.0002839028935293364,-6.64167895220863e-05
-0.12020289538117776,-0.15912016760794706,0.010956127604170862,0.001032557970432113,0.006072053960221535,0.001452668147308142,-0.0003356453274003246,-3.350485545416948e-05,-0.0003786041500987575,3.744088447731053e-05,-0.0002839028935293364,-8.191897537720982e-05
-0.14145093395683095,-0.15912016760794706,0.009204080841686169,-0.00041081573520065917,0.006072053960221535,0.0003700755878021378,0.00024514756466079146,-3.350485545416948e-05,-6.220931805550611e-05,1.2956267975011704e-05,-0.0002839028935293364,-9.742116123231948e-05
-0.1719068440185518,-0.15912016760794706,0.007452034079201447,-0.0024164581504260707,0.006072053960221535,-0.0007125169717038526,0.00046803978786214007,-3.350485545416948e-05,0.0002541855139877591,3.246121110633826e-06,-0.0002839028935293364,-0.00011292334708745688
-0.1964615401011131,-0.15912016760794706,0.005699987316716781,-0.0024373443555617824,0.006072053960221535,-0.0017951095312098708,0.0005563660128571901,-3.350485545416948e-05,0.0005705803460310244,1.3935588821456513e-05,-0.0002839028935293364,-0.00012842553294256653
-0.22766963191989628,-0.3088660651638005,0.006247168761281924,-0.0017652687934734124,0.003339253029052247,-0.0034877490111509812,0.00014642221819405332,-0.000860983926113168,0.00024214482927603642,7.903201942521809e-05,-0.00025118108010818707,-0.00015471519715734572
-0.26022901890800954,-0.3088660651638005,0.001664335704690434,-9.60361471318838e-05,0.003339253029052247,-0.00244815523899522,0.0006170953638803267,-0.000860983926113168,0.00031437342176310334,4.269225254083242e-05,-0.00025118108010818707,-0.00012154608367043185
-0.3127693743867734,-0.3088660651638005,-0.0029184973519010837,0.001966701134239024,0.003339253029052247,-0.0014085614668394864,0.00036931961791319967,-0.000860983926113168,0.00038660201425011476,0.00010787763758507429,-0.00025118108010818707,-8.837697018354573e-05
-0.3489013266129803,-0.3088660651638005,-0.00750133040849249,0.001176837242449158,0.003339253029052247,-0.0003689676946836973,5.4545477969014655e-05,-0.000860983926113168,0.0004588306067372372,-1.5040464410920329e-05,-0.00025118108010818707,-5.520785669665962e-05
-0.37961875723786026,-0.3088660651638005,-0.012084163465083952,0.0016799418398632526,0.003339253029052247,0.0006706260774720363,0.0004122554901171416,-0.000860983926113168,0.0005310591992243596,-0.0001494229228442001,-0.00025118108010818707,-2.2038743209717992e-05
