$10^4$fine,$10^4$coarse,$10^4$piece,$10^5$fine,$10^5$coarse,$10^5$piece,$10^6$fine,$10^6$coarse,$10^6$piece,$10^7$fine,$10^7$coarse,$10^7$piece
-0.0007887037669283486,-0.0008803083020087407,-0.034169806376416416,0.0002580375802335058,-0.0018467703950954574,-0.0003914921778554979,-0.000429366878061453,-0.010212817159509661,0.0011019489925267112,0.0001067303377785254,0.0011411584712977714,0.00040665941354115355
-0.002373173336751024,-0.0008803083020087407,-0.04048545243296186,0.0005862032267028054,-0.0018467703950954574,-0.0006429496087167023,-1.6253049968410413e-05,-0.010212817159509661,0.0008107107134039202,0.0004788422406665025,0.0011411584712977714,0.0005153349447539922
-0.005371921051501923,-0.0008803083020087407,-0.0468010984895073,0.002127429056980763,-0.0018467703950954574,-0.0008944070395779102,-0.00036307447745958805,-0.010212817159509661,0.0005194724342811319,0.000407462563408352,0.0011411584712977714,0.0006240104759668297
-0.009991977761999206,-0.0008803083020087407,-0.05311674454605274,0.0035723613613654216,-0.0018467703950954574,-0.0011458644704391077,-0.0013897359490541335,-0.010212817159509661,0.00022823415515834528,-0.00028333647872817724,0.0011411584712977714,0.0007326860071796663
-0.01941877748532573,-0.0008803083020087407,-0.05943239060259818,0.003004121775909082,-0.0018467703950954574,-0.0013973219013003121,-0.0019824503095307137,-0.010212817159509661,-6.300412396444827e-05,0.0012278098207292552,0.0011411584712977714,0.0008413615383925065
-0.02226215813154573,-0.005111098538464143,-0.058221344104874374,0.005440118222632705,-0.06556777078099113,0.005679334162847258,-0.00420414574923305,3.5238099336441786e-05,0.004884365863708141,0.0020372725837685193,0.014546252625396397,0.0009073847217924182
-0.03263095146555234,-0.005111098538464143,-0.06768436677377417,0.004185828802155893,-0.06556777078099113,0.005648929749894047,-0.003059919130343494,3.5238099336441786e-05,0.0065835725387953375,0.0019489213388770368,0.014546252625396397,0.000893757513028344
-0.04145856087873134,-0.005111098538464143,-0.07714738944267395,0.009376217583343616,-0.06556777078099113,0.005618525336940822,-0.00251728460843334,3.5238099336441786e-05,0.008282779213882527,0.0012065892662302818,0.014546252625396397,0.0008801303042642802
-0.045848703258851785,-0.005111098538464143,-0.08661041211157373,0.002319744250187543,-0.06556777078099113,0.005588120923987583,-0.00024469834010543146,3.5238099336441786e-05,0.00998198588896973,-0.0014972966534206322,0.014546252625396397,0.0008665030955002095
-0.0375383468792652,-0.005111098538464143,-0.0960734347804735,0.009811714111216494,-0.06556777078099113,0.005557716511034372,0.003181241191301476,3.5238099336441786e-05,0.011681192564056933,0.0014670259575183947,0.014546252625396397,0.0008528758867361319
-0.02422832301832531,-0.02294456442723697,-0.08483823118505365,0.004157268474743153,-0.112235331352814,0.002347936553401986,0.006028274152767826,0.011834664349542182,0.029344830860861162,0.0011012736614142288,-0.009244868531401995,2.411584308062431e-05
-0.020973762149309738,-0.02294456442723697,-0.0958552578362121,0.010430768081999789,-0.112235331352814,0.004345692799743672,0.006113276748289709,0.011834664349542182,0.032935363073855695,0.0030878955212204073,-0.009244868531401995,0.0003198190740129614
-0.02652285429958301,-0.02294456442723697,-0.10687228448737057,0.012319321613590228,-0.112235331352814,0.0063434490460853865,0.007232205938136033,0.011834664349542182,0.03652589528685021,0.0022495389603805482,-0.009244868531401995,0.0006155223049453262
-0.029398937482292054,-0.02294456442723697,-0.11788931113852902,0.013760393383743574,-0.112235331352814,0.008341205292427073,0.011118346826249348,0.011834664349542182,0.04011642749984473,-0.0008069947470465133,-0.009244868531401995,0.0009112255358776356
-0.026787580213607526,-0.02294456442723697,-0.12890633778968752,0.011649759318104025,-0.112235331352814,0.010338961538768787,0.004795939945350464,0.011834664349542182,0.04370695971283928,0.0009278396976752645,-0.009244868531401995,0.0012069287668100004
-0.024833560890967915,-0.17887644069011194,-0.04081456142244955,0.008503941316884589,-0.17647207125465383,-0.02973379347155064,-0.003909072035016947,0.057418031614749176,0.01858651129008787,0.004029295208599681,-0.016396654590639992,0.0033819471618121155
-0.02457660848335297,-0.17887644069011194,-0.04812176425945747,0.014836913252612827,-0.17647207125465383,-0.03611339979861067,0.018124668818304296,0.057418031614749176,0.02006619878258553,-0.000874069143233791,-0.016396654590639992,0.004142018795338875
-0.03498056060981114,-0.17887644069011194,-0.05542896709646539,0.028693570612869923,-0.17647207125465383,-0.042493006125670696,0.013523749634247073,0.057418031614749176,0.021545886275083193,-0.001170495503310387,-0.016396654590639992,0.004902090428865691
-0.030241387969870415,-0.17887644069011194,-0.06273616993347331,0.026639400775605837,-0.17647207125465383,-0.04887261245273078,0.031558893978743674,0.057418031614749176,0.023025573767580798,9.729272624103835e-06,-0.016396654590639992,0.005662162062392506
-0.033697494007717044,-0.17887644069011194,-0.07004337277048128,0.01348500157825816,-0.17647207125465383,-0.05525221877979081,0.0175200412512016,0.057418031614749176,0.02450526126007846,0.006772723684678017,-0.016396654590639992,0.0064222336959192106
-0.03829225026814359,-0.18241556524963265,-0.04195346908832687,0.032131893204297046,-0.19639741854673687,-0.0919406154068273,0.016303798314167006,-0.0034933191726078117,-0.019062102547307114,0.0047234068814738794,-0.042541063527021805,-0.0032932436754160577
